Рязанская область,Mихайловская,УИК №234,1417,1400,0,884,111,405,111,884,11,984,0,0,7,144,56,748,10,7,7,5
Рязанская область,Mихайловская,УИК №235,1394,1300,0,845,217,238,217,845,8,1054,0,0,14,168,78,765,15,5,5,4
Рязанская область,Mихайловская,УИК №236,1105,1100,0,727,70,303,70,727,11,786,0,0,3,130,64,566,7,4,5,7
Рязанская область,Mихайловская,УИК №237,648,640,0,412,39,189,39,412,5,446,0,0,3,84,37,305,5,4,2,6
Рязанская область,Mихайловская,УИК №238,884,900,0,595,60,245,60,595,5,650,0,0,8,121,45,454,5,5,8,4
Рязанская область,Mихайловская,УИК №239,1061,1000,0,665,43,292,43,665,12,696,0,0,3,120,57,496,8,7,2,3
Рязанская область,Mихайловская,УИК №240,803,800,0,559,61,180,61,559,2,618,0,0,1,110,48,442,5,8,1,3
Рязанская область,Mихайловская,УИК №241,989,950,0,556,211,183,211,556,6,761,0,0,7,142,62,524,14,3,4,5
Рязанская область,Mихайловская,УИК №242,190,185,0,155,19,11,19,155,5,169,0,0,1,2,8,155,1,1,0,1
Рязанская область,Mихайловская,УИК №243,190,190,0,126,13,51,13,126,0,139,0,0,0,19,19,97,1,2,0,1
Рязанская область,Mихайловская,УИК №244,626,650,0,418,68,164,68,418,6,480,0,0,7,89,43,332,4,2,1,2
Рязанская область,Mихайловская,УИК №245,482,480,0,339,70,71,70,339,3,406,0,0,0,45,33,320,3,3,2,0
Рязанская область,Mихайловская,УИК №246,835,800,0,515,150,135,150,515,141,524,0,0,4,28,34,452,1,3,0,2
Рязанская область,Mихайловская,УИК №247,580,590,0,475,77,38,77,475,2,550,0,0,0,12,11,523,0,0,2,2
Рязанская область,Mихайловская,УИК №248,420,400,0,286,113,1,113,286,0,399,0,0,2,18,16,359,1,1,1,1
Рязанская область,Mихайловская,УИК №249,353,350,0,277,58,15,58,277,1,334,0,0,2,12,19,297,2,2,0,0
Рязанская область,Mихайловская,УИК №250,749,750,0,661,65,24,65,661,14,712,0,0,0,76,30,592,4,6,1,3
Рязанская область,Mихайловская,УИК №251,824,830,0,717,81,32,81,717,13,785,0,0,2,77,35,658,2,7,3,1
Рязанская область,Mихайловская,УИК №252,331,350,0,241,65,44,65,241,0,306,0,0,3,34,24,240,2,1,1,1
Рязанская область,Mихайловская,УИК №253,842,850,0,711,97,42,97,711,14,794,0,0,4,67,40,670,6,0,3,4
Рязанская область,Mихайловская,УИК №254,605,620,0,550,37,33,37,550,7,580,0,0,1,15,17,538,2,3,4,0
Рязанская область,Mихайловская,УИК №255,853,850,0,509,199,142,199,509,3,705,0,0,4,76,43,573,4,4,1,0
Рязанская область,Mихайловская,УИК №256,561,580,0,422,86,72,86,422,2,506,0,0,3,184,37,273,4,3,1,1
Рязанская область,Mихайловская,УИК №257,99,100,0,64,26,10,26,64,0,90,0,0,0,7,0,83,0,0,0,0
Рязанская область,Mихайловская,УИК №258,76,80,0,53,10,17,10,53,0,63,0,0,0,1,3,59,0,0,0,0
Рязанская область,Mихайловская,УИК №259,290,270,0,212,39,19,39,212,1,250,0,0,1,18,18,208,2,3,0,0
Рязанская область,Mихайловская,УИК №260,491,500,0,249,58,193,58,249,3,304,0,0,0,18,23,262,0,0,0,1
Рязанская область,Mихайловская,УИК №261,81,80,0,29,29,22,29,29,0,58,0,0,0,13,2,43,0,0,0,0
Рязанская область,Mихайловская,УИК №262,180,180,0,121,9,50,9,121,0,130,0,0,0,20,13,93,2,1,0,1
Рязанская область,Mихайловская,УИК №263,174,170,0,103,44,23,44,103,3,144,0,0,0,15,5,122,0,2,0,0
Рязанская область,Mихайловская,УИК №264,779,770,0,560,143,67,143,560,12,691,0,0,1,94,26,557,9,1,1,2
Рязанская область,Mихайловская,УИК №265,113,140,0,55,47,38,47,55,0,102,0,0,0,3,6,93,0,0,0,0
Рязанская область,Mихайловская,УИК №266,176,170,0,86,64,20,64,86,0,150,0,0,1,24,8,117,0,0,0,0
Рязанская область,Mихайловская,УИК №267,391,380,0,227,78,75,78,227,2,303,0,0,0,23,14,258,5,2,1,0
Рязанская область,Mихайловская,УИК №268,243,240,0,140,39,61,39,140,3,176,0,0,1,13,16,143,1,0,2,0
Рязанская область,Mихайловская,УИК №269,182,180,0,164,9,7,9,164,4,169,0,0,0,5,4,160,0,0,0,0
Рязанская область,Mихайловская,УИК №270,104,105,0,78,20,7,20,78,0,98,0,0,0,8,3,87,0,0,0,0
Рязанская область,Mихайловская,УИК №271,312,310,0,222,58,30,58,222,1,279,0,0,1,18,15,239,3,1,0,2
Рязанская область,Mихайловская,УИК №272,210,210,0,151,47,12,47,151,10,188,0,0,3,7,20,153,1,1,3,0
Рязанская область,Mихайловская,УИК №273,167,170,0,120,35,15,35,120,7,148,0,0,1,9,6,130,2,0,0,0
Рязанская область,Mихайловская,УИК №274,358,350,0,243,43,64,43,243,0,286,0,0,2,12,14,251,2,4,1,0
Рязанская область,Mихайловская,УИК №275,305,300,0,198,65,37,65,198,4,259,0,0,3,19,21,213,0,3,0,0
Рязанская область,Mихайловская,УИК №276,210,210,0,138,64,8,64,138,0,202,0,0,1,12,6,182,0,1,0,0
Рязанская область,Mихайловская,УИК №277,346,350,0,214,94,42,94,214,0,308,0,0,1,19,2,280,2,0,3,1
Рязанская область,Mихайловская,УИК №278,299,300,0,212,46,42,46,212,2,256,0,0,1,19,8,226,2,0,0,0
Рязанская область,Mихайловская,УИК №279,263,260,0,170,67,23,67,170,0,237,0,0,0,12,11,209,0,4,1,0
Рязанская область,Mихайловская,УИК №280,86,85,0,55,25,5,25,55,0,80,0,0,0,1,2,77,0,0,0,0
Рязанская область,Mихайловская,УИК №281,381,370,0,202,32,136,32,202,2,232,0,0,3,34,17,176,1,0,0,1
Рязанская область,Mихайловская,УИК №282,722,700,0,434,26,240,26,434,10,450,0,0,1,86,37,312,5,2,4,3
Рязанская область,Mихайловская,УИК №283,215,230,0,113,80,37,80,113,1,192,0,0,0,19,9,157,2,2,0,3
Рязанская область,Mихайловская,УИК №284,339,340,0,220,106,14,106,220,0,326,0,0,1,14,14,291,2,2,2,0
Рязанская область,Mихайловская,УИК №285,317,320,0,202,101,17,101,202,0,303,0,0,0,5,32,265,1,0,0,0
Рязанская область,Mихайловская,УИК №286,1041,1000,0,655,95,250,95,655,7,743,0,0,1,91,61,582,1,5,0,2
Рязанская область,Mихайловская,УИК №287,311,300,0,210,39,51,39,210,2,247,0,0,1,17,35,191,2,1,0,0
Рязанская область,Mихайловская,УИК №288,332,320,0,182,77,61,77,182,1,258,0,0,1,38,27,187,2,1,1,1
Рязанская область,Mихайловская,УИК №289,359,350,0,277,18,55,18,277,3,292,0,0,1,18,23,242,4,2,0,2
