Архангельская область,Мирнинская городская,УИК №543,2397,2100,0,1752,13,335,13,1752,10,1755,0,0,7,197,126,1364,22,10,16,13
Архангельская область,Мирнинская городская,УИК №544,2260,2100,0,1691,5,404,5,1690,12,1683,0,0,10,182,118,1306,29,8,21,9
Архангельская область,Мирнинская городская,УИК №545,2437,2100,0,1716,13,371,13,1716,18,1711,0,0,11,207,126,1311,25,12,10,9
Архангельская область,Мирнинская городская,УИК №546,2142,2100,0,1476,23,601,23,1476,14,1485,0,0,10,161,101,1180,13,6,7,7
Архангельская область,Мирнинская городская,УИК №547,2197,2100,0,1424,11,665,11,1424,18,1417,0,0,7,127,108,1107,23,20,14,11
Архангельская область,Мирнинская городская,УИК №548,2363,2100,0,1686,16,398,16,1685,25,1676,0,0,7,161,114,1326,33,17,4,14
Архангельская область,Мирнинская городская,УИК №549,2476,2200,0,1875,8,317,8,1873,16,1865,0,0,10,157,98,1544,27,8,12,9
Архангельская область,Мирнинская городская,УИК №550,263,350,0,184,79,87,79,184,1,262,0,0,1,9,12,227,10,0,1,2
Архангельская область,Мирнинская городская,УИК №551,929,1040,0,929,0,111,0,929,0,929,0,0,0,2,2,921,1,0,1,2
Архангельская область,Мирнинская городская,УИК №552,571,640,0,571,0,69,0,571,18,553,0,0,0,0,0,553,0,0,0,0
Архангельская область,Мирнинская городская,УИК №553,248,260,0,248,0,12,0,248,0,248,0,0,0,0,0,248,0,0,0,0
Архангельская область,Мирнинская городская,УИК №554,120,140,0,120,0,20,0,120,3,117,0,0,0,0,0,117,0,0,0,0
Архангельская область,Мирнинская городская,УИК №555,216,250,0,216,0,34,0,216,4,212,0,0,0,0,0,212,0,0,0,0
Архангельская область,Мирнинская городская,УИК №556,223,240,0,223,0,17,0,223,3,220,0,0,0,0,0,220,0,0,0,0
Архангельская область,Мирнинская городская,УИК №557,133,150,0,133,0,17,0,133,4,129,0,0,0,0,0,129,0,0,0,0
Архангельская область,Мирнинская городская,УИК №558,195,220,0,195,0,25,0,195,16,179,0,0,0,0,0,179,0,0,0,0
Архангельская область,Мирнинская городская,УИК №559,206,230,0,206,0,24,0,206,7,199,0,0,0,0,0,199,0,0,0,0
