Архангельская область,Новодвинская городская,УИК №564,2122,2050,0,1354,16,680,16,1354,17,1353,0,0,8,124,145,1027,26,5,8,10
Архангельская область,Новодвинская городская,УИК №565,2219,2150,0,1408,20,722,20,1408,21,1407,0,0,6,123,123,1076,35,13,11,20
Архангельская область,Новодвинская городская,УИК №566,2141,2100,0,1264,16,820,16,1263,10,1269,0,0,6,112,161,932,26,5,8,19
Архангельская область,Новодвинская городская,УИК №567,2204,2200,0,1354,18,828,18,1354,10,1362,0,0,10,124,120,1053,25,13,9,8
Архангельская область,Новодвинская городская,УИК №568,1971,2000,0,1127,27,846,27,1127,12,1142,0,0,8,114,91,874,28,6,13,8
Архангельская область,Новодвинская городская,УИК №569,2440,2350,0,1133,65,1152,65,1133,6,1192,0,0,5,114,152,863,26,6,11,15
Архангельская область,Новодвинская городская,УИК №570,2183,2150,0,1257,15,878,15,1255,12,1258,0,0,8,118,152,927,23,5,9,16
Архангельская область,Новодвинская городская,УИК №571,2195,2150,0,1371,23,756,23,1371,20,1374,0,0,10,111,137,1032,29,16,16,23
Архангельская область,Новодвинская городская,УИК №572,2051,2050,0,1267,17,766,17,1255,13,1259,0,0,9,94,124,961,20,10,14,27
Архангельская область,Новодвинская городская,УИК №573,2232,2200,0,1304,18,878,18,1304,16,1306,0,0,8,109,146,980,25,10,10,18
Архангельская область,Новодвинская городская,УИК №574,1988,1900,0,1239,33,628,33,1234,10,1257,0,0,8,98,134,960,27,10,6,14
Архангельская область,Новодвинская городская,УИК №575,2462,2400,0,1576,22,802,22,1575,16,1581,0,0,10,138,179,1194,22,9,18,11
Архангельская область,Новодвинская городская,УИК №576,2052,2000,0,1398,8,594,8,1398,3,1403,0,0,11,130,119,1069,26,13,15,20
Архангельская область,Новодвинская городская,УИК №577,2355,2300,0,1520,9,771,9,1517,19,1507,0,0,16,129,152,1140,24,16,6,24
