Орловская область,Верховская,УИК №209,1992,1800,0,1346,51,403,51,1346,12,1385,0,0,6,182,112,1062,7,7,6,3
Орловская область,Верховская,УИК №210,2596,2500,0,1486,75,939,75,1486,26,1535,0,0,8,244,115,1136,8,13,7,4
Орловская область,Верховская,УИК №211,2096,2000,0,1519,53,428,53,1519,5,1567,0,0,9,279,158,1070,20,11,10,10
Орловская область,Верховская,УИК №212,440,450,0,340,24,86,24,340,9,355,0,0,2,26,18,298,1,7,0,3
Орловская область,Верховская,УИК №213,146,145,0,87,16,42,16,87,5,98,0,0,0,16,13,69,0,0,0,0
Орловская область,Верховская,УИК №214,107,100,0,58,11,31,11,58,0,69,0,0,0,15,1,52,0,0,1,0
Орловская область,Верховская,УИК №215,107,95,0,55,27,13,27,55,0,82,0,0,0,14,1,67,0,0,0,0
Орловская область,Верховская,УИК №216,837,850,0,463,135,252,135,463,5,593,0,0,3,51,46,487,2,3,1,0
Орловская область,Верховская,УИК №217,891,900,0,573,55,272,55,573,5,623,0,0,1,81,57,471,1,7,5,0
Орловская область,Верховская,УИК №218,212,200,0,117,12,71,12,117,0,129,0,0,3,15,11,97,1,2,0,0
Орловская область,Верховская,УИК №219,274,235,0,187,14,34,14,187,1,200,0,0,2,14,13,167,1,3,0,0
Орловская область,Верховская,УИК №220,247,260,0,163,19,78,19,163,0,182,0,0,1,16,26,135,4,0,0,0
Орловская область,Верховская,УИК №221,361,360,0,210,69,81,69,210,5,274,0,0,0,27,35,206,0,1,1,4
Орловская область,Верховская,УИК №222,202,200,0,105,36,59,36,105,0,141,0,0,1,16,9,115,0,0,0,0
Орловская область,Верховская,УИК №223,211,200,0,124,36,40,36,124,2,158,0,0,0,17,13,127,0,0,1,0
Орловская область,Верховская,УИК №224,292,290,0,148,56,86,56,148,3,201,0,0,3,39,7,148,1,1,2,0
Орловская область,Верховская,УИК №225,262,270,0,99,73,98,73,99,0,172,0,0,1,15,5,147,1,3,0,0
Орловская область,Верховская,УИК №226,401,440,0,232,103,105,103,232,0,335,0,0,1,17,20,294,1,1,1,0
Орловская область,Верховская,УИК №227,401,390,0,253,76,61,76,253,0,329,0,0,1,13,33,279,1,1,1,0
Орловская область,Верховская,УИК №228,857,900,0,624,62,214,62,624,8,678,0,0,3,61,31,571,1,3,7,1
Орловская область,Верховская,УИК №229,891,900,0,660,74,166,74,660,3,731,0,0,4,116,37,566,4,0,1,3
Орловская область,Верховская,УИК №230,244,250,0,157,21,72,21,157,4,174,0,0,2,14,11,142,4,0,0,1
Орловская область,Верховская,УИК №231,235,240,0,128,41,71,41,128,0,169,0,0,1,18,14,133,3,0,0,0
Орловская область,Верховская,УИК №232,278,290,0,153,60,77,60,153,0,213,0,0,1,12,9,187,2,2,0,0
