Ульяновская область,Новоспасская,УИК №2101,874,850,0,599,50,201,50,599,8,641,0,0,8,98,49,480,2,3,1,0
Ульяновская область,Новоспасская,УИК №2102,787,750,0,547,51,152,51,547,10,588,0,0,0,82,57,434,7,3,4,1
Ульяновская область,Новоспасская,УИК №2103,468,450,0,330,16,104,16,330,7,339,0,0,2,67,30,226,7,3,2,2
Ульяновская область,Новоспасская,УИК №2104,1198,1150,0,785,62,303,62,785,8,839,0,0,2,115,66,626,9,13,5,3
Ульяновская область,Новоспасская,УИК №2105,1088,1000,0,682,48,270,48,682,8,722,0,0,4,110,58,530,8,3,6,3
Ульяновская область,Новоспасская,УИК №2106,1028,1000,0,684,60,256,60,684,9,735,0,0,5,120,43,549,4,5,5,4
Ульяновская область,Новоспасская,УИК №2107,979,1000,0,685,34,281,34,685,5,714,0,0,5,104,58,526,6,8,2,5
Ульяновская область,Новоспасская,УИК №2108,724,650,0,527,30,93,30,527,3,554,0,0,4,77,50,410,3,2,6,2
Ульяновская область,Новоспасская,УИК №2109,1064,1100,0,698,88,314,88,698,9,777,0,0,3,99,56,593,12,7,3,4
Ульяновская область,Новоспасская,УИК №2110,342,300,0,244,19,37,19,244,2,261,0,0,3,47,19,183,2,4,3,0
Ульяновская область,Новоспасская,УИК №2111,482,450,0,325,40,85,40,325,6,359,0,0,3,40,46,266,1,2,1,0
Ульяновская область,Новоспасская,УИК №2112,234,220,0,191,14,15,14,191,3,202,0,0,0,21,30,144,4,2,1,0
Ульяновская область,Новоспасская,УИК №2113,449,450,0,326,34,90,34,326,2,358,0,0,5,36,33,277,3,2,1,1
Ульяновская область,Новоспасская,УИК №2114,549,550,0,403,37,110,37,403,2,438,0,0,2,39,37,349,6,2,2,1
Ульяновская область,Новоспасская,УИК №2115,292,250,0,178,40,32,40,178,1,217,0,0,2,28,22,153,2,8,1,1
Ульяновская область,Новоспасская,УИК №2116,571,550,0,359,78,113,78,359,1,436,0,0,4,44,40,342,0,2,4,0
Ульяновская область,Новоспасская,УИК №2117,199,170,0,105,46,19,46,105,2,149,0,0,1,11,16,119,1,0,1,0
Ульяновская область,Новоспасская,УИК №2118,1205,1200,0,714,102,384,102,714,3,813,0,0,6,112,57,615,8,8,3,4
Ульяновская область,Новоспасская,УИК №2119,404,400,0,234,49,117,49,234,3,280,0,0,0,56,15,203,1,2,2,1
Ульяновская область,Новоспасская,УИК №2120,456,410,0,272,58,80,58,272,5,325,0,0,1,33,20,268,1,2,0,0
Ульяновская область,Новоспасская,УИК №2121,389,330,0,196,46,88,46,196,0,242,0,0,2,42,28,167,0,2,1,0
Ульяновская область,Новоспасская,УИК №2122,193,150,0,134,11,5,11,134,0,145,0,0,2,8,22,110,0,2,1,0
Ульяновская область,Новоспасская,УИК №2123,407,400,0,263,70,67,70,263,6,327,0,0,2,38,31,250,2,1,3,0
Ульяновская область,Новоспасская,УИК №2124,270,250,0,161,76,13,76,161,1,236,0,0,0,27,30,171,3,4,0,1
Ульяновская область,Новоспасская,УИК №2125,111,100,0,57,36,7,36,57,2,91,0,0,0,7,7,76,0,0,1,0
Ульяновская область,Новоспасская,УИК №2126,249,240,0,169,8,63,8,169,0,177,0,0,1,27,6,141,0,2,0,0
Ульяновская область,Новоспасская,УИК №2127,388,400,0,327,12,61,12,327,5,334,0,0,4,28,27,271,1,2,1,0
Ульяновская область,Новоспасская,УИК №2128,634,600,0,498,66,36,66,498,5,559,0,0,4,38,39,472,0,3,2,1
Ульяновская область,Новоспасская,УИК №2129,152,150,0,113,22,15,22,113,2,133,0,0,0,5,3,124,0,1,0,0
Ульяновская область,Новоспасская,УИК №2130,290,250,0,181,37,32,37,181,2,216,0,0,0,21,15,175,2,2,0,1
Ульяновская область,Новоспасская,УИК №2131,124,130,0,92,11,27,11,92,0,103,0,0,2,7,9,85,0,0,0,0
Ульяновская область,Новоспасская,УИК №2132,444,400,0,274,67,59,67,274,3,338,0,0,5,34,24,267,1,3,1,3
